Név,Google Maps Link,Szélességi fok,Hosszúsági fok,Weboldal,Telefon,Cím,E-mail,Összes E-mail
ARTMASSAGE.HU • holistic tantra massage • holisztikus tantramasszázs,https://www.google.com/maps/place/ARTMASSAGE.HU+%E2%80%A2+holistic+tantra+massage+%E2%80%A2+holisztikus+tantramassz%C3%A1zs/data=!4m7!3m6!1s0x4741dddea5a1d9db:0xbf484d7ed9b9d48d!8m2!3d47.4992446!4d19.0399516!16s%2Fg%2F11wqbspp6y!19sChIJ29mhpd7dQUcRjdS52X5NSL8?authuser=0&hl=hu&rclk=1,https://artmassage.hu/,06501277700,"Budapest, Fő u. 6, 1011",,
Cheeva Thai Masszázs,https://www.google.com/maps/place/Cheeva+Thai+Massz%C3%A1zs/data=!4m7!3m6!1s0x4741dc0856255e4d:0x254afe770ee41bdf!8m2!3d47.5169454!4d19.0520872!16s%2Fg%2F11bz0qzps_!19sChIJTV4lVgjcQUcR3xvkDnf-SiU?authuser=0&hl=hu&rclk=1,http://www.cheevathai.hu/,06705945094,"from, Budapest Balzac utca 35 ( Entrance, Hollán Ernő u., 1136",cheevathaikft@gmail.com,cheevathaikft@gmail.com
Physio Trend,https://www.google.com/maps/place/Physio+Trend/data=!4m7!3m6!1s0x4741d579c0829a3b:0x9716d5080f77a8bb!8m2!3d47.695583!4d19.149098!16s%2Fg%2F11stz93wb9!19sChIJO5qCwHnVQUcRu6h3DwjVFpc?authuser=0&hl=hu&rclk=1,https://physiotrend.hu/,06704607344,"Göd, Kádár u. 49, 2132",info@physiotrend.hu,"info@physiotrend.hu, pest@physiotrend.hu"
Pink Lotus Nails & Massage,https://www.google.com/maps/place/Pink+Lotus+Nails+%26+Massage/data=!4m7!3m6!1s0x4741dd0010c36979:0xb1c7b4c52b61fe45!8m2!3d47.4988292!4d19.0513145!16s%2Fg%2F11y49lb1sz!19sChIJeWnDEADdQUcRRf5hK8W0x7E?authuser=0&hl=hu&rclk=1,,,"Budapest, Erzsébet tér 1, 1051",,
Dong Vera Spa,https://www.google.com/maps/place/Dong+Vera+Spa/data=!4m7!3m6!1s0x4741dd6cf73b4309:0x32c82712f3df8beb!8m2!3d47.4938276!4d19.0542263!16s%2Fg%2F11l1q7hjbz!19sChIJCUM792zdQUcR64vf8xInyDI?authuser=0&hl=hu&rclk=1,,,"Budapest, Haris köz 6, 1052",,
LEELA THAI MASSAGE,https://www.google.com/maps/place/LEELA+THAI+MASSAGE/data=!4m7!3m6!1s0x4741dd0c6787e091:0x7b8ef0fd0d60bbdf!8m2!3d47.49072!4d19.0553547!16s%2Fg%2F11h0xz2wxh!19sChIJkeCHZwzdQUcR37tgDf3wjns?authuser=0&hl=hu&rclk=1,,06205410919,"Budapest, Nyáry Pál u. 6, 1056",,
Puha kő masszázs stúdió,https://www.google.com/maps/place/Puha+k%C5%91+massz%C3%A1zs+st%C3%BAdi%C3%B3/data=!4m7!3m6!1s0x4741dc14b93fe843:0x90e192fad3a3481d!8m2!3d47.502891!4d19.0528146!16s%2Fg%2F11gg651fr_!19sChIJQ-g_uRTcQUcRHUij0_qS4ZA?authuser=0&hl=hu&rclk=1,https://www.facebook.com/puhakomasszazs,06702490346,"Budapest, Hercegprímás u. 19, 1051",,
Somchai Thai Massages,https://www.google.com/maps/place/Somchai+Thai+Massages/data=!4m7!3m6!1s0x4741dd3d55a6444f:0xd2f9f2af3b7c48ce!8m2!3d47.4939056!4d19.0592517!16s%2Fg%2F11fphj27v6!19sChIJT0SmVT3dQUcRzkh8O6_y-dI?authuser=0&hl=hu&rclk=1,https://somchaimassage.hu/,06709044839,"Budapest, Magyar u. 1, 1053",,
Holistic Massage Therapist / Remedial / Somatic / Swedish / Lomi-Lomi / Lymphatic D.,https://www.google.com/maps/place/Holistic+Massage+Therapist+%2F+Remedial+%2F+Somatic+%2F+Swedish+%2F+Lomi-Lomi+%2F+Lymphatic+D./data=!4m7!3m6!1s0x4741ddce1ef4d3a9:0x869ee7c7fbd045e6!8m2!3d47.4942032!4d19.0503871!16s%2Fg%2F11n0bmmlc0!19sChIJqdP0Hs7dQUcR5kXQ-8fnnoY?authuser=0&hl=hu&rclk=1,https://linktr.ee/massagefusion,06703646998,"Budapest, Apáczai Csere János u. 1, 1051",gordon.masszazs@gmail.com,gordon.masszazs@gmail.com
Siriporn Thai Massage Budapest,https://www.google.com/maps/place/Siriporn+Thai+Massage+Budapest/data=!4m7!3m6!1s0x4741dd2d8ae9a041:0x2f4d054b8296b77!8m2!3d47.5005788!4d19.0636034!16s%2Fg%2F11wfmbpph3!19sChIJQaDpii3dQUcRd2spuFTQ9AI?authuser=0&hl=hu&rclk=1,,06703365008,"Budapest, Csányi u. 2, 1077",,
somewhere nail spa massage,https://www.google.com/maps/place/somewhere+nail+spa+massage/data=!4m7!3m6!1s0x4741ddad937d5609:0x12e0fc2684c442e0!8m2!3d47.4931961!4d19.0538755!16s%2Fg%2F11nnn2l3f0!19sChIJCVZ9k63dQUcR4ELEhCb84BI?authuser=0&hl=hu&rclk=1,,,"Budapest, Kígyó u. 4, 1052",,
"Páros masszázs, 4 kezes masszázs, massage, couple massage, 4 hand massage","https://www.google.com/maps/place/P%C3%A1ros+massz%C3%A1zs,+4+kezes+massz%C3%A1zs,+massage,+couple+massage,+4+hand+massage/data=!4m7!3m6!1s0x4741dd262a4a25e5:0xf58402a908f98964!8m2!3d47.5022723!4d19.0653406!16s%2Fg%2F11j38_smzr!19sChIJ5SVKKibdQUcRZIn5CKkChPU?authuser=0&hl=hu&rclk=1",http://www.4kez.hu/,06703672711,"Budapest, Kertész u. 39, 1073",,
Kim Massage & Nail,https://www.google.com/maps/place/Kim+Massage+%26+Nail/data=!4m7!3m6!1s0x4741dd0076b51f4d:0x4e57927c715c76b7!8m2!3d47.4908164!4d19.0548733!16s%2Fg%2F11xmzj7h87!19sChIJTR-1dgDdQUcRt3ZccXySV04?authuser=0&hl=hu&rclk=1,,,"Budapest, Váci u 46, 1056",,
primasvédmasszázs,https://www.google.com/maps/place/primasv%C3%A9dmassz%C3%A1zs/data=!4m7!3m6!1s0x4741dc6b6d6ff1e1:0xdcaa81978405ddb8!8m2!3d47.5056417!4d19.0488105!16s%2Fg%2F11f5d3qv0k!19sChIJ4fFvbWvcQUcRuN0FhJeBqtw?authuser=0&hl=hu&rclk=1,https://primasvedmasszazs.webnode.hu/,06209139845,"Budapest, Vértanúk tere 1, 1054",info@domainem.hu,info@domainem.hu
Sea Pearl Thai Massage,https://www.google.com/maps/place/Sea+Pearl+Thai+Massage/data=!4m7!3m6!1s0x4741ddce064dfd21:0x22e40c9944f18c3b!8m2!3d47.4908783!4d19.0541536!16s%2Fg%2F11pf846pl_!19sChIJIf1NBs7dQUcRO4zxRJkM5CI?authuser=0&hl=hu&rclk=1,,06703671638,"Budapest, Váci u 45, 1056",,
Aileen Thai Massage,https://www.google.com/maps/place/Aileen+Thai+Massage/data=!4m7!3m6!1s0x4741dd6d805d40af:0x221087d79d6c226b!8m2!3d47.493834!4d19.069908!16s%2Fg%2F11fsklc6gb!19sChIJr0BdgG3dQUcRayJsndeHECI?authuser=0&hl=hu&rclk=1,https://aileenmasszazs.hu/,06309588366,"Budapest, Somogyi Béla u. 24, 1085",aileenthaimassage@gmail.com,aileenthaimassage@gmail.com
Royal Spa,https://www.google.com/maps/place/Royal+Spa/data=!4m7!3m6!1s0x4741dd22bb0924af:0x6bfd99b6aedc4a9e!8m2!3d47.5029427!4d19.0664914!16s%2Fg%2F11h_79683k!19sChIJryQJuyLdQUcRnkrcrraZ_Ws?authuser=0&hl=hu&rclk=1,https://www.corinthia.com/en/hotels/budapest/spa-leisure,0614794650,"Budapest, Erzsébet krt. 43-49, 1073",budapest@corinthia.com,budapest@corinthia.com
Asia Nail and Thai Massage,https://www.google.com/maps/place/Asia+Nail+and+Thai+Massage/data=!4m7!3m6!1s0x4741ddb572da934b:0x219376fb21259e6d!8m2!3d47.4930594!4d19.0538635!16s%2Fg%2F11fhryy49w!19sChIJS5PacrXdQUcRbZ4lIft2kyE?authuser=0&hl=hu&rclk=1,,,"Budapest, Kígyó u. 4-6, 1052",,
Thai Masszázs Szalon,https://www.google.com/maps/place/Thai+Massz%C3%A1zs+Szalon/data=!4m7!3m6!1s0x4741dc6b2ac7a5bd:0x583cbd2950c8f095!8m2!3d47.5014152!4d19.0531327!16s%2Fg%2F11fqpt9wv4!19sChIJvaXHKmvcQUcRlfDIUCm9PFg?authuser=0&hl=hu&rclk=1,,0612692849,"Budapest, Hercegprímás u. 9, 1051",,
Glow Oriental Head Spa / Ó Street,https://www.google.com/maps/place/Glow+Oriental+Head+Spa+%2F+%C3%93+Street/data=!4m7!3m6!1s0x4741dd7ef6d9dbb9:0x70c1af887b5d5ab3!8m2!3d47.5028557!4d19.0560321!16s%2Fg%2F11lckx_z_f!19sChIJudvZ9n7dQUcRs1pde4ivwXA?authuser=0&hl=hu&rclk=1,https://glowheadspa.com/,06702998866,"Budapest, Ó u. 4, 1066",info@glowheadspa.com,info@glowheadspa.com
Massage just for you Studio,https://www.google.com/maps/place/Massage+just+for+you+Studio/data=!4m7!3m6!1s0x4741dd2d357c6bd3:0x8c563a6867cc2d68!8m2!3d47.500222!4d19.056332!16s%2Fg%2F11svdt8x4p!19sChIJ02t8NS3dQUcRaC3MZ2g6Vow?authuser=0&hl=hu&rclk=1,http://www.massagejustforyou.com/,06706220295,"Budapest, Andrássy út 7, 1061",esmassgejustforyou@gmail.com,esmassgejustforyou@gmail.com
Pressure Point Masszázs,https://www.google.com/maps/place/Pressure+Point+Massz%C3%A1zs/data=!4m7!3m6!1s0x4741dd83785ef72f:0xfb9104bb709b68bb!8m2!3d47.5053999!4d19.0654944!16s%2Fg%2F11yyzw0lqy!19sChIJL_deeIPdQUcRu2ibcLsEkfs?authuser=0&hl=hu&rclk=1,47.5053999,19.0654944,https://pressurepointmasszazs.hu/,06204075727,"Budapest, Eötvös u. 9, 1067",pressurepointmasszazs@gmail.com,"pressurepointmasszazs@gmail.com, example@mail.com, info@pressurepointmasszazs.hu"
Váci Thai Massage,https://www.google.com/maps/place/V%C3%A1ci+Thai+Massage/data=!4m7!3m6!1s0x4741ddcbc467137d:0x8b006796467c2bfb!8m2!3d47.493681!4d19.0532137!16s%2Fg%2F11j239g8b8!19sChIJfRNnxMvdQUcR-yt8RpZnAIs?authuser=0&hl=hu&rclk=1,47.493681,19.0532137,,06301629234,"Budapest, Párizsi u. 1, 1052",,
Nori Massage,https://www.google.com/maps/place/Nori+Massage/data=!4m7!3m6!1s0x4741ddd2a158047b:0x20bb923ca3d969ba!8m2!3d47.5017999!4d19.0545838!16s%2Fg%2F11vt89znn0!19sChIJewRYodLdQUcRumnZozySuyA?authuser=0&hl=hu&rclk=1,47.5017999,19.0545838,,06206117777,"Budapest, Bajcsy-Zsilinszky út 20, 1051",,
"5 Elements Ayurvedic Day Spa - Best Ayurvedic massages, Spa Budapest, Medical massage, Panchakarma","https://www.google.com/maps/place/5+Elements+Ayurvedic+Day+Spa+-+Best+Ayurvedic+massages,+Spa+Budapest,+Medical+massage,+Panchakarma/data=!4m7!3m6!1s0x4741dd8da5df9e53:0x2eed2226150ff006!8m2!3d47.497782!4d19.073626!16s%2Fg%2F11j4lp92tm!19sChIJU57fpY3dQUcRBvAPFSYi7S4?authuser=0&hl=hu&rclk=1",47.497782,19.073626,https://5elements-massage-spa.hu/ayurdvedic-day-spa/,06309915555,"Budapest, Rákóczi út 55, 1088",info@5elements-massage-spa.hu,"info@5elements-massage-spa.hu, india@5elements-massage-spa.hu, bali@5elements-massage-spa.hu"
Pho Thong Thai Masszázs,https://www.google.com/maps/place/Pho+Thong+Thai+Massz%C3%A1zs/data=!4m7!3m6!1s0x4741dd297648e423:0x3cfc1f45cea8684b!8m2!3d47.5050844!4d19.0569737!16s%2Fg%2F11y36n7ym6!19sChIJI-RIdindQUcRS2iozkUf_Dw?authuser=0&hl=hu&rclk=1,47.5050844,19.0569737,https://phothong-thaimassage.hu/,06302544426,"Budapest, Dessewffy u. 25, 1066",info@phothong-thaimassage.hu,info@phothong-thaimassage.hu
Shim Thai Massage,https://www.google.com/maps/place/Shim+Thai+Massage/data=!4m7!3m6!1s0x4741dd00321af8cd:0x60a9474ef0ab4375!8m2!3d47.5019559!4d19.055788!16s%2Fg%2F11vz1dc5fk!19sChIJzfgaMgDdQUcRdUOr8E5HqWA?authuser=0&hl=hu&rclk=1,47.5019559,19.055788,https://shimthaimassage.hu/,06301454022,"Budapest, Lázár u. 2-5, 1065",info@dima.hu,"info@dima.hu, info@shimthaimassage.hu"
Tawan Thai massage,https://www.google.com/maps/place/Tawan+Thai+massage/data=!4m7!3m6!1s0x4741dd49fb895d09:0xedaa2a7730e69fb6!8m2!3d47.5043487!4d19.0556591!16s%2Fg%2F11l6jbhlh8!19sChIJCV2J-0ndQUcRtp_mMHcqqu0?authuser=0&hl=hu&rclk=1,47.5043487,19.0556591,https://tawan.hu/,06706088814,"Budapest, Dessewffy u. 4, 1066",info@tawan.hu,info@tawan.hu
Sky Thai Massage 2 /Vasvari Pal 6,https://www.google.com/maps/place/Sky+Thai+Massage+2+%2FVasvari+Pal+6/data=!4m7!3m6!1s0x4741dd4b5829ccad:0xe8e6036b2beba111!8m2!3d47.501317!4d19.060291!16s%2Fg%2F11y66gh_km!19sChIJrcwpWEvdQUcREaHrK2sD5ug?authuser=0&hl=hu&rclk=1,47.501317,19.060291,https://skythaimassage.hu/,06204102301,"Budapest, Vasvári Pál u. 6, 1061",ningyentafo@gmail.com,ningyentafo@gmail.com
Sensual Touch,https://www.google.com/maps/place/Sensual+Touch/data=!4m7!3m6!1s0x4741dd8066e599d3:0x279a1301cf8b3be4!8m2!3d47.5095423!4d19.0594807!16s%2Fg%2F11lw2w327r!19sChIJ05nlZoDdQUcR5DuLzwETmic?authuser=0&hl=hu&rclk=1,47.5095423,19.0594807,https://sensualtouchbudapest.com/,06702389560,"Budapest, Podmaniczky u. 31, 1067",,
Khanitta Thai Massage,https://www.google.com/maps/place/Khanitta+Thai+Massage/data=!4m7!3m6!1s0x4741dd4ae5ae7ce5:0xf4b94e779bcffcdc!8m2!3d47.5032883!4d19.0569526!16s%2Fg%2F11vqsjwh7p!19sChIJ5Xyu5UrdQUcR3PzPm3dOufQ?authuser=0&hl=hu&rclk=1,47.5032883,19.0569526,https://khanitta.hu/,06205250052,"Budapest, Ó u. 15, 1066",info@khanitta.hu,info@khanitta.hu
ThaenThaiMassage,https://www.google.com/maps/place/ThaenThaiMassage/data=!4m7!3m6!1s0x622a703b3fdc0afb:0x7ac1559e75410e42!8m2!3d47.5066564!4d19.0604914!16s%2Fg%2F11w34gv80l!19sChIJ-wrcPztwKmIRQg5BdZ5VwXo?authuser=0&hl=hu&rclk=1,47.5066564,19.0604914,https://www.fresha.com/book-now/thaen-thai-massage-gfrgr530/all-offer?id=1371178&pId=1302069&rwg_token=AE37R_h-c4yYhMY1zoXbfW5Ioi6504tux9qVyvESmTnZkwub6vAunuUSteBmy6QPp1sT2FaJOOfzkLcEl9bo0xcrxQyOzVQ2lw%3D%3D,06705766920,"Budapest, Zichy Jenő u. 51, 1066",388fe63e6063cc241ca2a1b0f52622a3@o61919.ingest.us.sentry.io,388fe63e6063cc241ca2a1b0f52622a3@o61919.ingest.us.sentry.io
Paradise Massage,https://www.google.com/maps/place/Paradise+Massage/data=!4m7!3m6!1s0x4741dd4429d554cd:0xba8e91037ec8546a!8m2!3d47.5106193!4d19.0685861!16s%2Fg%2F11xp342w4v!19sChIJzVTVKUTdQUcRalTIfgORjro?authuser=0&hl=hu&rclk=1,47.5106193,19.0685861,https://eroticparadisemassage.hu/,06204970479,"Budapest, Szinyei Merse u 6, 1063",eroticparadisemassage@gmail.com,eroticparadisemassage@gmail.com
Champa Thai Massage,https://www.google.com/maps/place/Champa+Thai+Massage/data=!4m7!3m6!1s0x4741dd06468bd74d:0x63a6f08dfef49a50!8m2!3d47.5052766!4d19.0619411!16s%2Fg%2F11xlqglj8c!19sChIJTdeLRgbdQUcRUJr0_o3wpmM?authuser=0&hl=hu&rclk=1,47.5052766,19.0619411,,06702479255,"Budapest, Jókai tér 7, 1061",,
Kesorn Thai Masszázs Budapest,https://www.google.com/maps/place/Kesorn+Thai+Massz%C3%A1zs+Budapest/data=!4m7!3m6!1s0x4741dde9d67491db:0x92f7436cbc8eeb22!8m2!3d47.498996!4d19.0664174!16s%2Fg%2F11h4b9bbyp!19sChIJ25F01undQUcRIuuOvGxD95I?authuser=0&hl=hu&rclk=1,47.498996,19.0664174,http://kesornthaimassage.hu/,06706074476,"Budapest, Wesselényi utca 33, 1077",,
Smile Thai Masszázsszalon Terézváros,https://www.google.com/maps/place/Smile+Thai+Massz%C3%A1zsszalon+Ter%C3%A9zv%C3%A1ros/data=!4m7!3m6!1s0x4741ddcc9923b3e7:0x68b2f921ba2ddefc!8m2!3d47.5048926!4d19.0568091!16s%2Fg%2F11xgxfktky!19sChIJ57MjmczdQUcR_N4tuiH5smg?authuser=0&hl=hu&rclk=1,47.5048926,19.0568091,https://www.smile-thai-masszazs.hu/,06205287886,"Budapest, Dessewffy u. 21, 1066",smilethaimassagebudapest@gmail.com,smilethaimassagebudapest@gmail.com
Smile Thai Masszázsszalon Újlipótváros,https://www.google.com/maps/place/Smile+Thai+Massz%C3%A1zsszalon+%C3%9Ajlip%C3%B3tv%C3%A1ros/data=!4m7!3m6!1s0x4741dc0960a3db89:0x88605d82ce4f9028!8m2!3d47.515057!4d19.0546842!16s%2Fg%2F11g6wcv4t2!19sChIJidujYAncQUcRKJBPzoJdYIg?authuser=0&hl=hu&rclk=1,47.515057,19.0546842,https://www.smilethaimassage.hu/,06205287886,"Budapest, Hegedűs Gyula u. 27/a, 1136",smilethaimassagebudapest@gmail.com,smilethaimassagebudapest@gmail.com
Atthy Thai Massage,https://www.google.com/maps/place/Atthy+Thai+Massage/data=!4m7!3m6!1s0x4741dd5d5ea2af7d:0x7727aeb985d56653!8m2!3d47.5008622!4d19.0712301!16s%2Fg%2F11vszbsp8l!19sChIJfa-iXl3dQUcRU2bVhbmuJ3c?authuser=0&hl=hu&rclk=1,47.5008622,19.0712301,http://www.atthythai.hu/,06206112247,"Budapest, Barcsay u. 14, 1073",atthythai@gmail.com,atthythai@gmail.com
Barbara's Erotic Massage,https://www.google.com/maps/place/Barbara%27s+Erotic+Massage/data=!4m7!3m6!1s0x4741dd7f4f4eec11:0x44677bf105cf30a3!8m2!3d47.5104184!4d19.0637886!16s%2Fg%2F11g_z50mmx!19sChIJEexOT3_dQUcRozDPBfF7Z0Q?authuser=0&hl=hu&rclk=1,47.5104184,19.0637886,https://barbaramassage.hu/,06303661030,"Budapest, Izabella u., 1064",,
Sparsha Ayurveda Centre Ayurvedikus Masszázs Központ & holisztikus gyógyítás/Ayurvedic Health centre,https://www.google.com/maps/place/Sparsha+Ayurveda+Centre+Ayurvedikus+Massz%C3%A1zs+K%C3%B6zpont+%26+holisztikus+gy%C3%B3gy%C3%ADt%C3%A1s%2FAyurvedic+Health+centre/data=!4m7!3m6!1s0x4741db882117dfdd:0x2a00b8ee91482e83!8m2!3d47.5079913!4d19.0632351!16s%2Fg%2F11f24w6t3v!19sChIJ3d8XIYjbQUcRgy5Ike64ACo?authuser=0&hl=hu&rclk=1,47.5079913,19.0632351,http://www.sparshacare.com/,06705625113,"Budapest, Csengery u. 64, 1067",info@sparshacare.com,info@sparshacare.com
Wairua Masszázs szalon,https://www.google.com/maps/place/Wairua+Massz%C3%A1zs+szalon/data=!4m7!3m6!1s0x4741ddd731934191:0xd1ce60d7e17c3944!8m2!3d47.5122589!4d19.0538077!16s%2Fg%2F11q8g413rm!19sChIJkUGTMdfdQUcRRDl84ddgztE?authuser=0&hl=hu&rclk=1,47.5122589,19.0538077,https://wairua.hu/,06709457892,"Budapest, Visegrádi u. 8, 1132",info@wairua.hu,info@wairua.hu
AGB’s Spa and Massage,https://www.google.com/maps/place/AGB%E2%80%99s+Spa+and+Massage/data=!4m7!3m6!1s0x4741dd78cf82e84d:0x6a7f0de905195002!8m2!3d47.5052109!4d19.0582839!16s%2Fg%2F11khzc69xr!19sChIJTeiCz3jdQUcRAlAZBekNf2o?authuser=0&hl=hu&rclk=1,47.5052109,19.0582839,,,"Budapest, Zichy Jenő u. 30, 1065",,
Thai Wellness & Massage,https://www.google.com/maps/place/Thai+Wellness+%26+Massage/data=!4m7!3m6!1s0x4741dd62a920ed13:0x5b442712dc9d09eb!8m2!3d47.5065748!4d19.0639655!16s%2Fg%2F11vds9f15r!19sChIJE-0gqWLdQUcR6wmd3BInRFs?authuser=0&hl=hu&rclk=1,47.5065748,19.0639655,https://www.fresha.com/book-now/kanok-thai-massage-l3gv40ks/all-offer?pId=1018583,06304026043,"Budapest, Eötvös u. 19, 1067",388fe63e6063cc241ca2a1b0f52622a3@o61919.ingest.us.sentry.io,388fe63e6063cc241ca2a1b0f52622a3@o61919.ingest.us.sentry.io
Lets Relax Thai Massage,https://www.google.com/maps/place/Lets+Relax+Thai+Massage/data=!4m7!3m6!1s0x4741ddf9374dd74b:0x99a11febfb372741!8m2!3d47.4967388!4d19.0353625!16s%2Fg%2F11rxm8473y!19sChIJS9dNN_ndQUcRQSc3--sfoZk?authuser=0&hl=hu&rclk=1,47.4967388,19.0353625,https://www.letsrelaxthaimassage.eu/,06703554289,"Budapest, Váralja u. 7, 1013",info@letsrelaxthaimassage.eu,info@letsrelaxthaimassage.eu
Cintia Massage Studio,https://www.google.com/maps/place/Cintia+Massage+Studio/data=!4m7!3m6!1s0x4741ddcd5460854b:0x6dcdcc3eec482d52!8m2!3d47.5083987!4d19.0585139!16s%2Fg%2F11s4t4dd41!19sChIJS4VgVM3dQUcRUi1I7D7MzW0?authuser=0&hl=hu&rclk=1,47.5083987,19.0585139,https://cintiamassagestudio.hu/,,"Budapest, Teréz krt. 50, 1066",cintiamassagestudio@gmail.com,cintiamassagestudio@gmail.com
"GerincFix Stúdió (Budapest, VI. kerület)","https://www.google.com/maps/place/GerincFix+St%C3%BAdi%C3%B3+%28Budapest,+VI.+ker%C3%BClet%29/data=!4m7!3m6!1s0x4741dd9922a6713f:0xacbbbd69dcca58f9!8m2!3d47.5108847!4d19.0689994!16s%2Fg%2F11rgrs16nf!19sChIJP3GmIpndQUcR-VjK3Gm9u6w?authuser=0&hl=hu&rclk=1",47.5108847,19.0689994,https://www.gerincfix.hu/studiok/budapest-3-kerulet-selmeci-utca-28-30/,06303772266,"Budapest, Szinyei Merse u 5, 1063",gerincfixstudio@gmail.hu,"gerincfixstudio@gmail.hu, gerincfixstudio@gmail.com"
Pál Masszázs,https://www.google.com/maps/place/P%C3%A1l+Massz%C3%A1zs/data=!4m7!3m6!1s0x4741dde39998f853:0x8a48a73f0037ad39!8m2!3d47.5089093!4d19.064333!16s%2Fg%2F11x7hcg076!19sChIJU_iYmePdQUcROa03AD-nSIo?authuser=0&hl=hu&rclk=1,47.5089093,19.064333,,06709535093,"Budapest, Vörösmarty u. 51A, 1064",,
Daniel's Massage,https://www.google.com/maps/place/Daniel%27s+Massage/data=!4m7!3m6!1s0x4741db91430327c3:0xb960876061951a2f!8m2!3d47.5067979!4d19.0615968!16s%2Fg%2F11h10690v9!19sChIJwycDQ5HbQUcRLxqVYWCHYLk?authuser=0&hl=hu&rclk=1,47.5067979,19.0615968,http://www.batkidaniel.com/,06304580249,"Budapest, Teréz krt. 27, 1067",batkidaniel@gmail.com,batkidaniel@gmail.com
"Diamond Masszázs Stúdió Budapest, masszázs, páros masszázs","https://www.google.com/maps/place/Diamond+Massz%C3%A1zs+St%C3%BAdi%C3%B3+Budapest,+massz%C3%A1zs,+p%C3%A1ros+massz%C3%A1zs/data=!4m7!3m6!1s0x4741dc44d7948173:0x43f20c5c71ce5129!8m2!3d47.503701!4d19.0684769!16s%2Fg%2F1vvywvx3!19sChIJc4GU10TcQUcRKVHOcVwM8kM?authuser=0&hl=hu&rclk=1",47.503701,19.0684769,,,"Budapest, Csengery u. 26, 1074",,
Bali Hajnal Szalon,https://www.google.com/maps/place/Bali+Hajnal+Szalon/data=!4m7!3m6!1s0x4741dc6b3b6da079:0x9f41a84028473127!8m2!3d47.5047603!4d19.0550045!16s%2Fg%2F11h461__qw!19sChIJeaBtO2vcQUcRJzFHKECoQZ8?authuser=0&hl=hu&rclk=1,47.5047603,19.0550045,,06209132963,"Budapest, Bajcsy-Zsilinszky út, 1051",,
Yumeiho Gina Moreno,https://www.google.com/maps/place/Yumeiho+Gina+Moreno/data=!4m7!3m6!1s0x4741ddab39644b99:0x8e85c43fdfcbbe0c!8m2!3d47.5079416!4d19.070851!16s%2Fg%2F11vxsn3cvt!19sChIJmUtkOavdQUcRDL7L3z_EhY4?authuser=0&hl=hu&rclk=1,47.5079416,19.070851,http://www.yumeihomassage.net/,06303018311,"Budapest, Németh László utca 11, 1068",2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com,"2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com, 78f7996315bc402f9dcb8a2f974b82d1@sentry.wixpress.com, 18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com, 460ff4620fa44cba8df530afde949785@sentry.wixpress.com, yumeihoterapia.org@gmail.com, c183baa23371454f99f417f6616b724d@sentry.wixpress.com, 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, 9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com, 8c4075d5481d476e945486754f783364@sentry.io, 271e9fa3230b4eec94b02bf95780f5f2@sentry.wixpress.com, 5d1795a2db124a268f1e1bd88f503500@sentry.wixpress.com, dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com, ed436f5053144538958ad06a5005e99a@sentry.wixpress.com"
CHADA PEARL THAI MASSAGE,https://www.google.com/maps/place/CHADA+PEARL+THAI+MASSAGE/data=!4m7!3m6!1s0x4741db83312685cb:0xc0d73e0ad1efbacb!8m2!3d47.5187381!4d19.0628598!16s%2Fg%2F11j2c9vnw0!19sChIJy4UmMYPbQUcRy7rv0Qo-18A?authuser=0&hl=hu&rclk=1,47.5187381,19.0628598,https://chadathaibudapest.hu/,06203111317,"Budapest, Bulcsú u. 21b, 1134",%20chadathaibudapest@gmail.com,"%20chadathaibudapest@gmail.com, chadathaibudapest@gmail.com"
Thai Massage Pink,https://www.google.com/maps/place/Thai+Massage+Pink/data=!4m7!3m6!1s0x4741dde200dee72d:0xf8d1f4d98e9e9c81!8m2!3d47.5047362!4d19.0637255!16s%2Fg%2F11j7hqlsx9!19sChIJLefeAOLdQUcRgZyejtn00fg?authuser=0&hl=hu&rclk=1,47.5047362,19.0637255,,06301629234,"Budapest, Teréz krt. 12, 1066",,
Elizabeth Masszázs Szalon Budapest,https://www.google.com/maps/place/Elizabeth+Massz%C3%A1zs+Szalon+Budapest/data=!4m7!3m6!1s0x4741dd4ee2cf501d:0xa62d5888d6d43178!8m2!3d47.5065493!4d19.054805!16s%2Fg%2F11h4t78hqd!19sChIJHVDP4k7dQUcReDHU1ohYLaY?authuser=0&hl=hu&rclk=1,47.5065493,19.054805,https://www.elizabeth-masszazs-szalon.hu/,06303767319,"Budapest, utcai bejáratú, Bajcsy-Zsilinszky út 62-3-as kapucsengő, 1054",info@domainem.hu,"info@domainem.hu, elizabethgyogymasszazs@gmail.com, u0022elizabethgyogymasszazs@gmail.com, abuse@promptforgecloud.com"
